Nhưng giờ chúng ta đang nói về lễ cưới của cậu đó, Noc.        But this is your wedding we're talking about, Noc.
4 Trong cuốn “Tha thứ—nhưng không quên” (Forgive—But Do Not Forget), bà Sylvia Salvesen nói về các nữ Nhân-chứng Giê-hô-va bị tù chung với bà trong trại tập trung Đức Quốc xã: “Hai người này, Käthe và Margarethe, và nhiều người khác, giúp đỡ tôi rất nhiều, không những qua đức tin của họ nhưng trong các vấn đề thực tế nữa.        4 In her book Forgive —But Do Not Forget, author Sylvia Salvesen said of women Witnesses who were her fellow inmates in a Nazi concentration camp: “Those two, Käthe and Margarethe, and many others, helped me a lot, not only by their faith but in practical matters.
Bà Trần Thị Dương, chủ tịch Hội phụ nữ xã Duy Phú tại Quảng Nam, một tỉnh miền Trung Việt Nam nhớ lại một số người đã nói như vậy khi bà đề cập vấn đề này với họ.        Tran Thi Duong, chairperson of the Women’s Union of Duy Phu commune in Vietnam’s central Quang Nam province, recalled the question a fellow villager posed when she raised the topic.
Và, dĩ nhiên, tôi cũng dành tặng bài hát này cho bà của tôi, người mà tôi tin rằng đã đóng một vai trò rất quan trọng, đặc biệt với tôi, khi tôi còn là một nhà hoạt động xã hội, và bị cảnh sát quấy rối.        And, of course, I’m dedicating it also to my grandmother, whom I think really played quite a lot of important roles, especially for me when I was an activist, and being harassed by the police.
Trong phần trả lời hai chuyên gia cho rằng hòa nhập xã hội là “tăng trưởng cho mọi người” hoặc “trái ngược với loại trừ xã hội” – tức là khi mọi thành viên trong xã hội có thể tham gia đầy đủ vào cuộc sống xã hội và được hưởng mọi lợi ích và cơ hội trong xã hội.        In their responses, the two experts referred to social inclusion as “growth for all” or “avoidance of social exclusion”—when every member can participate fully and enjoy all the benefits and opportunities society allows.
Trước cửa nhà chúng ta, bà xã à!        On our doorstep, wife!
“Chúng ta cần thay đổi quan điểm đó và khuyến khích phụ nữ thực hiện vai trò lãnh đạo trong đời sống chính trị, kinh doanh và trong xã hội.” bà Ishikawa nói.        “We need to change this expectation and promote women’s leadership potential in politics, business and society,” said Ms. Ishikawa.
Chắc ông xã của bà đối xử tốt lắm.        Your hubby must be treating you well.
Qua lời nói tôn trọng và tử tế này, ngài không chỉ nhìn nhận vị trí của bà trong xã hội mà còn công nhận đức tin lớn của bà.—Lu-ca 19:9; Ga-la-ti 3:7.        (Luke 13:10-16) By using this respectful and kind expression, he not only regarded her as a full-fledged member of society but also recognized her great faith. —Luke 19:9; Galatians 3:7.
Bà xã, em đi mua mồi câu.        Boss, you run and get some liver.
Vào tháng Mười Một năm 2006, Đại Ca Đoàn Mormon Tabernacle Choir được trao tặng một giải thưởng được đặt theo tên Mẹ Teresa để vinh danh bà bằng cách ghi nhận “các thành quả của những người làm đẹp thế giới, nhất là trong những lãnh vực tôn giáo, công lý xã hội và nghệ thuật.”        In November 2006, the Mormon Tabernacle Choir was presented with an award named in her honor, recognizing “the achievements of those who beautify the world, especially in the fields of religion, social justice, and the arts.”
Tác giả của sách là bà Annika Hvithamar, nhà xã hội học về tôn giáo, cho biết khi hỏi người ta tại sao họ nghĩ mình là môn đồ Cơ Đốc, dường như không ai trả lời rằng đó là vì họ tin Đức Chúa Trời là Chúa Ba Ngôi.        The author of the book, religion sociologist Annika Hvithamar, pointed out that when people are asked why they consider themselves to be Christians, they hardly ever answer that it is because they believe that God is a Trinity.
Xã hội của họ bị ảnh hưởng bởi văn hóa La Mã. Tờ Trinity Journal cho biết là theo văn hóa đó, “các công dân có thể đến các dịch vụ của những đàn ông và đàn bà để làm thỏa mãn mọi ham muốn—và các bác sĩ khuyên là những ham muốn đó không nên để bị dồn nén”.        Theirs was a society influenced by Roman culture, in which, according to a source, “citizens could draw upon the services of a whole population of men and women whose purpose was to satisfy their every desire —and physicians counseled that such desires ought not to be repressed.”
Bà Danielle Mitterand, quả phụ của cố tổng thống Pháp, nhớ lại tuổi thanh xuân của bà: “Người ta mơ ước được sống tự do trong một xã hội thân thiện mà họ có thể tin tưởng; sống thanh thản giữa và với người khác; mong ước được mạnh khỏe, có một cuộc sống thanh bình và cao đẹp trong một thế giới hùng cường và rộng lượng, nơi mà họ được chăm sóc”.        Danielle Mitterand, wife of the late French president, remembered about her youth: “People dreamed of living freely in a fraternal society they could trust; of being at one with themselves living among and with others; they dreamed of living healthy, peaceful and dignified lives in a strong and generous world that watched over them.”
Đã tới lúc ẳm bà xã cút xéo khỏi đây rồi.        It's time to pack up the missus and light out of here.
Và những lần khác bà có thể không đủ nhanh, vì thế bà cứ chạy, cứ chạy và chạy, nhưng bà không về kịp đến nhà, bài thơ đến và bà để tuột mất nó và bà nói nó sẽ tiếp tục bay qua không gian như thế, để tìm kiếm, theo lời bà, là " những nhà thơ khác. "        And other times she wouldn't be fast enough, so she'd be running and running, and she wouldn't get to the house and the poem would barrel through her and she would miss it and she said it would continue on across the landscape, looking, as she put it " for another poet. "
Ở trường trung học của tôi, học viện Ursuline, các bà sơ rất đề cao việc phụng sự và công bằng xã hội.        In my high school, Ursuline Academy, the nuns made service and social justice a high priority in the school.
Phải, nếu em hiểu bà xã anh, thì cô ấy sẽ mang cho anh một lóc sáu chai đấy.        Yeah, well, if I know your wife, she's gonna get you that six-pack anyway.
Vì thế, những lời nơi Truyền-đạo 7:28 có ý nhận xét về tình trạng đạo đức chung của cả xã hội thời Sa-lô-môn, chứ không có ý so sánh đàn ông và đàn bà.        Hence, the words found at Ecclesiastes 7:28 should be viewed as a comment on the general moral condition of the people of Solomon’s day.
Của bà xã tôi làm.        It's from my missus.
Chẳng báo chí nào có thể bù đắp nỗi đau của bà, cũng như truyền tải hết những gì bà muốn làm để thay đổi xã hội này.        There is no newspaper to cover her pain, and what she wants to change in this society.
Bà nói rằng bà phải cho rằng họ đã nói sự thật, và bà cảm thấy bà không thể bênh vực cho niềm tin của mình nếu bà đã thử làm như vậy.        She said she didn’t know but what they were telling the truth, and she felt she could not have defended her belief if she had tried.
Chất lượng và chiều sâu của tình yêu thương và đức tin của bà đến mức mà bà dâng hiến tất cả những gì bà có và biết rằng bà sẽ nhận được điều bà mong muốn.        The quality and depth of her love and faith were such that she gave knowing that her “want” would be supplied.
